user_index,user_id,history_length,target_id,target_rating,perturbation_type,position_label,position_index,position_fraction,original_item_id,perturbed_item_id,repetition,seed,top_k,topk_overlap,jaccard,js_divergence,original_top1_id,perturbed_top1_id,top1_changed,original_target_rank,perturbed_target_rank,target_rank_delta,original_target_in_topk,perturbed_target_in_topk,original_topk_ids,perturbed_topk_ids
0,1,52,48,5,delete,p50,26,0.5098039215686274,1287,,0,,10,1.0,1.0,0.00011035877169185818,364,364,False,2,2,0,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 48, 1688, 2089, 2394, 1064, 1405, 13, 2083, 2092]"
0,1,52,48,5,replace_random,p50,26,0.5098039215686274,1287,3598.0,0,848.0,10,0.9,0.8181818181818182,0.00019867848141658692,364,364,False,2,2,0,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2354]"
0,1,52,48,5,replace_random,p50,26,0.5098039215686274,1287,1433.0,1,849.0,10,1.0,1.0,0.00018246290490855717,364,364,False,2,2,0,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]"
0,1,52,48,5,replace_random,p50,26,0.5098039215686274,1287,1724.0,2,850.0,10,0.9,0.8181818181818182,0.00015467414844618556,364,364,False,2,2,0,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2354]"
0,1,52,48,5,replace_random,p50,26,0.5098039215686274,1287,2270.0,3,851.0,10,0.9,0.8181818181818182,0.0001551011152718641,364,364,False,2,2,0,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2354]"
0,1,52,48,5,replace_random,p50,26,0.5098039215686274,1287,1289.0,4,852.0,10,0.9,0.8181818181818182,0.0001966288619711433,364,364,False,2,2,0,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2354]"
0,1,52,48,5,delete,p75,38,0.7450980392156863,594,,0,,10,1.0,1.0,0.00014859580635469562,364,364,False,2,2,0,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 48, 1688, 2089, 2394, 1064, 13, 1405, 2083, 2092]"
0,1,52,48,5,replace_random,p75,38,0.7450980392156863,594,182.0,0,1220.0,10,0.9,0.8181818181818182,0.0002234061288530573,364,364,False,2,2,0,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 3157]"
0,1,52,48,5,replace_random,p75,38,0.7450980392156863,594,679.0,1,1221.0,10,0.9,0.8181818181818182,0.00021295620937353732,364,364,False,2,2,0,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2354]"
0,1,52,48,5,replace_random,p75,38,0.7450980392156863,594,320.0,2,1222.0,10,0.9,0.8181818181818182,0.00022065669356830225,364,364,False,2,3,1,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 1688, 48, 2089, 2394, 1405, 1064, 2083, 13, 2700]"
0,1,52,48,5,replace_random,p75,38,0.7450980392156863,594,1816.0,3,1223.0,10,0.9,0.8181818181818182,0.00023301405784889324,364,364,False,2,2,0,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 48, 1688, 2089, 2394, 1405, 1064, 13, 2083, 3157]"
0,1,52,48,5,replace_random,p75,38,0.7450980392156863,594,2205.0,4,1224.0,10,0.9,0.8181818181818182,0.0002225960741131871,364,364,False,2,2,0,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 48, 1688, 2089, 2394, 1064, 1405, 13, 2083, 3157]"
0,1,52,48,5,delete,last,51,1.0,1566,,0,,10,0.7,0.5384615384615384,0.00026016853806330243,364,364,False,2,6,4,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 1566, 1688, 2089, 2394, 48, 1064, 3159, 1405, 2700]"
0,1,52,48,5,replace_random,last,51,1.0,1566,2146.0,0,1623.0,10,0.6,0.42857142857142855,0.0009473090465630575,364,364,False,2,2,0,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 48, 2394, 1688, 586, 1367, 13, 2083, 2987, 1015]"
0,1,52,48,5,replace_random,last,51,1.0,1566,2694.0,1,1624.0,10,0.5,0.3333333333333333,0.0007165733340649353,364,364,False,2,3,1,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 2394, 48, 1688, 1566, 2700, 3157, 2059, 2089, 2384]"
0,1,52,48,5,replace_random,last,51,1.0,1566,312.0,2,1625.0,10,0.4,0.25,0.0012367597965299618,364,364,False,2,5,3,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 2501, 2394, 1015, 48, 551, 1919, 296, 2092, 3157]"
0,1,52,48,5,replace_random,last,51,1.0,1566,1917.0,3,1626.0,10,0.6,0.42857142857142855,0.0007864995369005361,364,364,False,2,3,1,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 1688, 48, 34, 2394, 2384, 13, 1566, 2089, 586]"
0,1,52,48,5,replace_random,last,51,1.0,1566,2856.0,4,1627.0,10,0.5,0.3333333333333333,0.000984968173412242,364,364,False,2,8,6,True,True,"[364, 48, 1688, 2089, 2394, 1405, 1064, 2083, 13, 2092]","[364, 2761, 2394, 2081, 2720, 1688, 1566, 48, 2059, 2083]"
1,2,128,1687,3,delete,first,0,0.0,1198,,0,,10,0.9,0.8181818181818182,0.00014718496992695144,208,208,False,12,17,5,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 2616, 1377, 1391, 1100, 153, 1438]"
1,2,128,1687,3,replace_random,first,0,0.0,1198,1297.0,0,1051.0,10,0.9,0.8181818181818182,0.0001890432912810638,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 1391, 2616, 1100, 1377, 2094, 786]"
1,2,128,1687,3,replace_random,first,0,0.0,1198,3269.0,1,1052.0,10,1.0,1.0,0.000244807378719873,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 2094, 1377]"
1,2,128,1687,3,replace_random,first,0,0.0,1198,1337.0,2,1053.0,10,1.0,1.0,0.00020620942258833396,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]"
1,2,128,1687,3,replace_random,first,0,0.0,1198,3836.0,3,1054.0,10,0.9,0.8181818181818182,0.00020921084961079294,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 786]"
1,2,128,1687,3,replace_random,first,0,0.0,1198,990.0,4,1055.0,10,0.9,0.8181818181818182,0.0002472810906918273,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 2616, 1391, 1100, 1438, 1377, 786]"
1,2,128,1687,3,delete,p25,32,0.25196850393700787,1834,,0,,10,0.8,0.6666666666666666,0.00011469030858375134,208,208,False,12,17,5,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 1391, 2616, 1377, 1100, 153, 849]"
1,2,128,1687,3,replace_random,p25,32,0.25196850393700787,1834,678.0,0,2043.0,10,1.0,1.0,0.000194167062071638,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1391, 1586, 2616, 1100, 1377, 2094, 1438]"
1,2,128,1687,3,replace_random,p25,32,0.25196850393700787,1834,2012.0,1,2044.0,10,1.0,1.0,0.00022402401126109305,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]"
1,2,128,1687,3,replace_random,p25,32,0.25196850393700787,1834,3593.0,2,2045.0,10,1.0,1.0,0.00020090371313078554,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]"
1,2,128,1687,3,replace_random,p25,32,0.25196850393700787,1834,1151.0,3,2046.0,10,1.0,1.0,0.00018440061714783374,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]"
1,2,128,1687,3,replace_random,p25,32,0.25196850393700787,1834,2114.0,4,2047.0,10,1.0,1.0,0.00015565421172288456,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]"
1,2,128,1687,3,delete,p50,64,0.5039370078740157,2268,,0,,10,0.9,0.8181818181818182,0.00012798497318648587,208,208,False,12,17,5,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 2616, 1391, 1377, 1100, 153, 1438]"
1,2,128,1687,3,replace_random,p50,64,0.5039370078740157,2268,3636.0,0,3035.0,10,1.0,1.0,0.00018289497954309547,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 2616, 1391, 1100, 1438, 1377, 2094]"
1,2,128,1687,3,replace_random,p50,64,0.5039370078740157,2268,3236.0,1,3036.0,10,1.0,1.0,0.00019568688502370982,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1391, 1586, 2616, 1100, 1438, 2094, 1377]"
1,2,128,1687,3,replace_random,p50,64,0.5039370078740157,2268,1187.0,2,3037.0,10,1.0,1.0,0.0001821317910602493,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 2616, 1391, 1100, 1377, 1438, 2094]"
1,2,128,1687,3,replace_random,p50,64,0.5039370078740157,2268,553.0,3,3038.0,10,0.9,0.8181818181818182,0.000206654863991147,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 2616, 1391, 1100, 1377, 2094, 786]"
1,2,128,1687,3,replace_random,p50,64,0.5039370078740157,2268,1657.0,4,3039.0,10,1.0,1.0,0.0001888104682371169,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 1391, 2616, 1100, 1377, 1438, 2094]"
1,2,128,1687,3,delete,p75,95,0.7480314960629921,3256,,0,,10,0.8,0.6666666666666666,0.00014016086361548843,208,208,False,12,17,5,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 2616, 1391, 1100, 1377, 153, 849]"
1,2,128,1687,3,replace_random,p75,95,0.7480314960629921,3256,277.0,0,3996.0,10,1.0,1.0,0.00022583040351930128,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 1391, 2616, 1100, 1377, 2094, 1438]"
1,2,128,1687,3,replace_random,p75,95,0.7480314960629921,3256,3878.0,1,3997.0,10,1.0,1.0,0.00020428074290961934,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 1391, 2616, 1100, 2094, 1438, 1377]"
1,2,128,1687,3,replace_random,p75,95,0.7480314960629921,3256,1912.0,2,3998.0,10,1.0,1.0,0.00024402224045125525,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 1391, 2616, 1100, 1377, 1438, 2094]"
1,2,128,1687,3,replace_random,p75,95,0.7480314960629921,3256,3601.0,3,3999.0,10,0.9,0.8181818181818182,0.0002049769970531349,208,208,False,12,13,1,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 1586, 1391, 2616, 1100, 1377, 1438, 786]"
1,2,128,1687,3,replace_random,p75,95,0.7480314960629921,3256,1983.0,4,4000.0,10,0.9,0.8181818181818182,0.00020575860939848968,208,208,False,12,12,0,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1479, 1918, 2616, 1586, 1391, 1100, 1377, 2094, 786]"
1,2,128,1687,3,delete,last,127,1.0,434,,0,,10,0.7,0.5384615384615384,0.00019433223984144737,208,1479,True,12,25,13,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[1479, 1918, 1391, 208, 786, 1438, 434, 1100, 1320, 1586]"
1,2,128,1687,3,replace_random,last,127,1.0,434,182.0,0,4988.0,10,0.3,0.17647058823529413,0.0016367988600137168,208,208,False,12,38,26,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[208, 1379, 2094, 379, 849, 788, 3489, 1479, 2497, 140]"
1,2,128,1687,3,replace_random,last,127,1.0,434,765.0,1,4989.0,10,0.8,0.6666666666666666,0.0009856563262194192,208,1918,True,12,26,14,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[1918, 1479, 1391, 1100, 1831, 208, 434, 2616, 1438, 1586]"
1,2,128,1687,3,replace_random,last,127,1.0,434,759.0,2,4990.0,10,0.0,0.0,0.0038887167856075057,208,246,True,12,1812,1800,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[246, 1617, 2762, 2677, 527, 1189, 904, 913, 1252, 162]"
1,2,128,1687,3,replace_random,last,127,1.0,434,2976.0,3,4991.0,10,0.7,0.5384615384615384,0.0006445228805159098,208,1391,True,12,19,7,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[1391, 2616, 1876, 786, 208, 1586, 1918, 1479, 466, 2094]"
1,2,128,1687,3,replace_random,last,127,1.0,434,1013.0,4,4992.0,10,0.6,0.42857142857142855,0.0012307839404724697,208,1391,True,12,52,40,False,False,"[208, 1479, 1918, 1586, 1391, 2616, 1100, 1438, 1377, 2094]","[1391, 434, 2094, 1876, 1377, 1918, 208, 788, 2012, 2616]"
2,3,50,2081,4,delete,first,0,0.0,593,,0,,10,0.9,0.8181818181818182,0.00010851454991391719,2918,2918,False,67,64,-3,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2716, 1923, 2000, 2797, 2174, 3608, 2321]"
2,3,50,2081,4,replace_random,first,0,0.0,593,3225.0,0,2060.0,10,1.0,1.0,0.00021203617443967738,2918,2918,False,67,63,-4,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2797, 1923, 2716, 2302, 2174, 3608]"
2,3,50,2081,4,replace_random,first,0,0.0,593,504.0,1,2061.0,10,1.0,1.0,0.0001774023682090242,2918,2918,False,67,67,0,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2797, 1923, 2302, 2174, 2716, 3608]"
2,3,50,2081,4,replace_random,first,0,0.0,593,3191.0,2,2062.0,10,0.9,0.8181818181818182,0.00016179279132192223,2918,2918,False,67,66,-1,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2797, 1923, 2716, 2302, 2174, 2321]"
2,3,50,2081,4,replace_random,first,0,0.0,593,1643.0,3,2063.0,10,0.9,0.8181818181818182,0.00019329405194245597,2918,2918,False,67,69,2,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2302, 2797, 1923, 2716, 2174, 2321]"
2,3,50,2081,4,replace_random,first,0,0.0,593,1011.0,4,2064.0,10,1.0,1.0,0.0002104551718979095,2918,2918,False,67,67,0,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2174, 2302, 3608]"
2,3,50,2081,4,delete,p25,12,0.24489795918367346,2871,,0,,10,0.9,0.8181818181818182,0.00010376555038160443,2918,2918,False,67,66,-1,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 2716, 3039, 1923, 2000, 2797, 2174, 2302, 2321]"
2,3,50,2081,4,replace_random,p25,12,0.24489795918367346,2871,1226.0,0,2432.0,10,0.9,0.8181818181818182,0.00022755238934030894,2918,2918,False,67,66,-1,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2174, 2302, 2321]"
2,3,50,2081,4,replace_random,p25,12,0.24489795918367346,2871,3822.0,1,2433.0,10,0.9,0.8181818181818182,0.00017881252674657223,2918,2918,False,67,71,4,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2174, 2302, 2321]"
2,3,50,2081,4,replace_random,p25,12,0.24489795918367346,2871,3591.0,2,2434.0,10,0.9,0.8181818181818182,0.00023122895936625873,2918,2918,False,67,66,-1,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2716, 1923, 2797, 2302, 2174, 2321]"
2,3,50,2081,4,replace_random,p25,12,0.24489795918367346,2871,3723.0,3,2435.0,10,0.9,0.8181818181818182,0.0001918615699190521,2918,2918,False,67,67,0,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2797, 2302, 1923, 2716, 2174, 2321]"
2,3,50,2081,4,replace_random,p25,12,0.24489795918367346,2871,982.0,4,2436.0,10,0.9,0.8181818181818182,0.00017949356166914094,2918,2918,False,67,64,-3,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2797, 2302, 2716, 1923, 2174, 2321]"
2,3,50,2081,4,delete,p50,24,0.4897959183673469,653,,0,,10,1.0,1.0,9.072220097785315e-05,2918,2918,False,67,66,-1,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 2716, 3039, 2000, 1923, 2797, 2174, 2302, 3608]"
2,3,50,2081,4,replace_random,p50,24,0.4897959183673469,653,1223.0,0,2804.0,10,1.0,1.0,0.000207853602645498,2918,2918,False,67,64,-3,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]"
2,3,50,2081,4,replace_random,p50,24,0.4897959183673469,653,227.0,1,2805.0,10,1.0,1.0,0.00016371988543514396,2918,2918,False,67,66,-1,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2797, 1923, 2302, 2716, 2174, 3608]"
2,3,50,2081,4,replace_random,p50,24,0.4897959183673469,653,1288.0,2,2806.0,10,0.9,0.8181818181818182,0.00022052463729664058,2918,2918,False,67,67,0,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2797, 1923, 2716, 2302, 2174, 2321]"
2,3,50,2081,4,replace_random,p50,24,0.4897959183673469,653,1971.0,3,2807.0,10,1.0,1.0,0.00016485746321359787,2918,2918,False,67,65,-2,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2797, 2302, 2716, 1923, 2174, 3608]"
2,3,50,2081,4,replace_random,p50,24,0.4897959183673469,653,1738.0,4,2808.0,10,1.0,1.0,0.00013776343555449484,2918,2918,False,67,66,-1,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2797, 2302, 2716, 1923, 2174, 3608]"
2,3,50,2081,4,delete,p75,37,0.7551020408163265,1394,,0,,10,0.9,0.8181818181818182,0.00014492050845613553,2918,2918,False,67,66,-1,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 2716, 3039, 2000, 1923, 2797, 2302, 2174, 2321]"
2,3,50,2081,4,replace_random,p75,37,0.7551020408163265,1394,427.0,0,3207.0,10,0.9,0.8181818181818182,0.00022388154425848712,2918,2918,False,67,71,4,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2716, 1923, 2302, 2797, 2174, 2321]"
2,3,50,2081,4,replace_random,p75,37,0.7551020408163265,1394,2527.0,1,3208.0,10,0.9,0.8181818181818182,0.00024292860972296944,2918,2918,False,67,70,3,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2302, 2716, 2797, 1923, 2174, 2795]"
2,3,50,2081,4,replace_random,p75,37,0.7551020408163265,1394,3483.0,2,3209.0,10,0.9,0.8181818181818182,0.00023623219890314532,2918,2918,False,67,63,-4,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2302, 2716, 1923, 2797, 3608, 2321]"
2,3,50,2081,4,replace_random,p75,37,0.7551020408163265,1394,3940.0,3,3210.0,10,1.0,1.0,0.00022176367652078832,2918,2918,False,67,74,7,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2302, 2797, 2716, 1923, 2174, 3608]"
2,3,50,2081,4,replace_random,p75,37,0.7551020408163265,1394,3673.0,4,3211.0,10,0.9,0.8181818181818182,0.00022430285010324003,2918,2918,False,67,67,0,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2918, 3253, 3039, 2000, 2302, 2716, 2797, 1923, 2174, 2321]"
2,3,50,2081,4,delete,last,49,1.0,3868,,0,,10,0.8,0.6666666666666666,0.00021348945176120795,2918,2716,True,67,62,-5,False,False,"[2918, 3253, 3039, 2000, 2797, 2716, 1923, 2302, 2174, 3608]","[2716, 2918, 1923, 2797, 2174, 2000, 356, 3039, 3253, 1220]"
